file_id,accent
20644,0
20645,0
20646,2
20647,2
20648,2
20649,0
20650,1
20651,0
20652,2
20653,2
20654,0
20655,0
20656,0
20657,1
20658,1
20659,1
20660,0
20661,1
20662,2
20663,2
20664,2
20665,2
20666,0
20667,2
20668,2
20669,0
20670,2
20671,2
20672,2
20673,2
20674,2
20675,2
20676,2
20677,0
20678,0
20679,0
20680,2
20681,2
20682,1
20683,0
20684,0
20685,2
20686,0
20687,0
20688,1
20689,0
20690,1
20691,0
20692,2
20693,0
20694,0
20695,0
20696,2
20697,0
20698,0
20699,1
20700,0
20701,2
20702,1
20703,2
20704,2
20705,2
20706,2
20707,0
20708,0
20709,0
20710,2
20711,0
20712,2
20713,0
20714,1
20715,0
20716,0
20717,1
20718,0
20719,0
20720,2
20721,0
20722,0
20723,2
20724,1
20725,0
20726,2
20727,1
20728,0
20729,0
20730,2
20731,1
20732,1
20733,2
20734,2
20735,0
20736,0
20737,2
20738,0
20739,0
20740,2
20741,1
20742,0
20743,0
20744,2
20745,0
20746,0
20747,0
20748,0
20749,2
20750,0
20751,2
20752,2
20753,2
20754,0
20755,2
20756,0
20757,0
20758,2
20759,0
20760,0
20761,0
20762,2
20763,0
20764,2
20765,2
20766,2
20767,2
20768,2
20769,0
20770,0
20771,0
20772,0
20773,0
20774,0
20775,1
20776,2
20777,2
20778,2
20779,0
20780,1
20781,0
20782,0
20783,0
20784,2
20785,0
20786,0
20787,0
20788,2
20789,2
20790,0
20791,0
20792,2
20793,1
20794,2
20795,1
20796,0
20797,1
20798,0
20799,0
20800,2
20801,2
20802,0
20803,2
20804,2
20805,0
20806,0
20807,2
20808,2
20809,0
20810,1
20811,1
20812,2
20813,1
20814,0
20815,2
20816,2
20817,0
20818,0
20819,2
20820,1
20821,2
20822,1
20823,1
20824,0
20825,1
20826,0
20827,2
20828,2
20829,2
20830,2
20831,2
20832,0
20833,2
20834,0
20835,0
20836,1
20837,0
20838,1
20839,2
20840,2
20841,0
20842,0
20843,2
20844,0
20845,1
20846,0
20847,2
20848,0
20849,2
20850,0
20851,2
20852,2
20853,1
20854,0
20855,0
20856,2
20857,2
20858,0
20859,2
20860,2
20861,2
20862,2
20863,0
20864,0
20865,0
20866,1
20867,2
20868,0
20869,2
20870,0
20871,2
20872,2
20873,2
20874,2
20875,2
20876,2
20877,2
20878,1
20879,2
20880,2
20881,0
20882,2
20883,0
20884,1
20885,2
20886,2
20887,0
20888,2
20889,2
20890,2
20891,0
20892,0
20893,0
20894,2
20895,2
20896,2
20897,2
20898,2
20899,0
20900,2
20901,0
20902,2
20903,2
20904,0
20905,2
20906,2
20907,0
20908,2
20909,2
20910,0
20911,2
20912,2
20913,0
20914,1
20915,0
20916,0
20917,0
20918,0
20919,2
20920,1
20921,0
20922,0
20923,0
20924,2
20925,2
20926,2
20927,0
20928,2
20929,2
20930,0
20931,2
20932,0
20933,0
20934,0
20935,2
20936,0
20937,1
20938,2
20939,0
20940,1
20941,2
20942,2
20943,0
20944,0
20945,2
20946,0
20947,2
20948,2
20949,0
20950,2
20951,2
20952,0
20953,2
20954,2
20955,2
20956,2
20957,2
20958,2
20959,2
20960,0
20961,2
20962,0
20963,2
20964,2
20965,0
20966,0
20967,0
20968,0
20969,2
20970,0
20971,2
20972,0
20973,2
20974,2
20975,2
20976,1
20977,0
20978,0
20979,2
20980,2
20981,2
20982,0
20983,1
20984,1
20985,0
20986,0
20987,2
20988,2
20989,0
20990,0
20991,0
20992,2
20993,2
20994,0
20995,0
20996,0
20997,2
20998,0
20999,2
21000,0
21001,2
21002,2
21003,0
21004,0
21005,0
21006,0
21007,1
21008,1
21009,2
21010,2
21011,0
21012,0
21013,0
21014,0
21015,0
21016,2
21017,2
21018,0
21019,2
21020,0
21021,0
21022,2
21023,2
21024,1
21025,0
21026,2
21027,0
21028,2
21029,0
21030,2
21031,2
21032,2
21033,1
21034,2
21035,1
21036,0
21037,0
21038,0
21039,0
21040,0
21041,0
21042,0
21043,2
21044,0
21045,0
21046,2
21047,0
21048,0
21049,0
21050,0
21051,0
21052,2
21053,0
21054,0
21055,2
21056,2
21057,1
21058,0
21059,0
21060,2
21061,2
21062,0
21063,0
21064,2
21065,0
21066,2
21067,1
21068,0
21069,2
21070,0
21071,0
21072,2
21073,2
21074,2
21075,0
21076,0
21077,0
21078,2
21079,2
21080,1
21081,0
21082,0
21083,2
21084,2
21085,0
21086,2
21087,2
21088,0
21089,2
21090,0
21091,0
21092,0
21093,2
21094,0
21095,0
21096,2
21097,2
21098,2
21099,0
21100,2
21101,0
21102,2
21103,0
21104,0
21105,0
21106,2
21107,0
21108,0
21109,2
21110,0
21111,2
21112,2
21113,0
21114,0
21115,0
21116,0
21117,1
21118,2
21119,2
21120,1
21121,0
21122,2
21123,0
21124,1
21125,2
21126,2
21127,2
21128,0
21129,2
21130,2
21131,0
21132,0
21133,1
21134,0
21135,1
21136,1
21137,0
21138,1
21139,0
21140,0
21141,1
21142,1
21143,1
21144,0
21145,1
21146,2
21147,0
21148,2
21149,0
21150,2
21151,0
21152,0
21153,0
21154,1
21155,2
21156,0
21157,0
21158,2
21159,2
21160,0
21161,1
21162,2
21163,0
21164,0
21165,0
21166,0
21167,2
21168,2
21169,0
21170,2
21171,2
21172,2
21173,2
21174,1
21175,1
21176,2
21177,2
21178,1
21179,2
21180,2
21181,2
21182,2
21183,2
21184,2
21185,2
21186,0
21187,0
21188,0
21189,0
21190,2
21191,2
21192,2
21193,0
21194,0
21195,0
21196,0
21197,2
21198,1
21199,2
21200,1
21201,2
21202,0
21203,0
21204,2
21205,0
21206,2
21207,0
21208,0
21209,1
21210,0
21211,1
21212,0
21213,1
21214,0
21215,0
21216,2
21217,2
21218,0
21219,0
21220,0
21221,1
21222,0
21223,2
21224,0
21225,0
21226,2
21227,0
21228,1
21229,2
21230,2
21231,1
21232,0
21233,0
21234,0
21235,2
21236,2
21237,0
21238,1
21239,2
21240,2
21241,0
21242,2
21243,2
21244,0
21245,2
21246,2
21247,1
21248,2
21249,2
21250,0
21251,2
21252,0
21253,2
21254,0
21255,2
21256,0
21257,0
21258,2
21259,1
21260,2
21261,0
21262,1
21263,2
21264,0
21265,2
21266,1
21267,0
21268,2
21269,0
21270,0
21271,0
21272,2
21273,2
21274,1
21275,2
21276,2
21277,2
21278,2
21279,2
21280,2
21281,2
21282,2
21283,2
21284,0
21285,0
21286,0
21287,0
21288,0
21289,2
21290,2
21291,2
21292,2
21293,0
21294,1
21295,0
21296,0
21297,2
21298,0
21299,1
21300,2
21301,2
21302,2
21303,0
21304,0
21305,2
21306,1
21307,2
21308,2
21309,1
21310,0
21311,0
21312,2
21313,2
21314,0
21315,1
21316,0
21317,0
21318,2
21319,2
21320,2
21321,2
21322,2
21323,2
21324,2
21325,2
21326,1
21327,0
21328,2
21329,0
21330,2
21331,0
21332,2
21333,0
21334,2
21335,2
21336,0
21337,0
21338,2
21339,2
21340,2
21341,0
21342,2
21343,2
21344,2
21345,2
21346,2
21347,2
21348,2
21349,2
21350,0
21351,1
21352,2
21353,2
21354,2
21355,2
21356,1
21357,0
21358,2
21359,2
21360,2
21361,0
21362,1
21363,0
21364,2
21365,2
21366,1
21367,2
21368,2
21369,2
21370,2
21371,0
21372,0
21373,1
21374,0
21375,1
21376,2
21377,2
21378,0
21379,2
21380,1
21381,2
21382,0
21383,2
21384,0
21385,0
21386,0
21387,0
21388,2
21389,2
21390,0
21391,1
21392,0
21393,0
21394,2
21395,2
21396,2
21397,2
21398,2
21399,2
21400,2
21401,2
21402,2
21403,2
21404,0
21405,0
21406,2
21407,0
21408,0
21409,0
21410,0
21411,2
21412,2
21413,1
21414,2
21415,0
21416,2
21417,0
21418,0
21419,2
21420,0
21421,0
21422,2
21423,0
21424,2
21425,2
21426,0
21427,0
21428,0
21429,2
21430,0
21431,1
21432,2
21433,0
21434,0
21435,0
21436,0
21437,1
21438,2
21439,2
21440,2
21441,0
21442,2
21443,1
21444,2
21445,0
21446,0
21447,0
21448,1
21449,0
21450,0
21451,2
21452,2
21453,0
21454,0
21455,2
21456,2
21457,2
21458,2
21459,0
21460,0
21461,2
21462,1
21463,0
21464,0
21465,2
21466,0
21467,2
21468,0
21469,2
21470,0
21471,1
21472,0
21473,2
21474,2
21475,0
21476,0
21477,0
21478,0
21479,2
21480,0
21481,1
21482,2
21483,0
21484,2
21485,1
21486,0
21487,1
21488,2
21489,2
21490,0
21491,2
21492,0
21493,0
21494,2
21495,2
21496,0
21497,1
21498,2
21499,1
21500,2
21501,0
21502,2
21503,2
21504,0
21505,0
21506,0
21507,0
21508,0
21509,0
21510,1
21511,0
21512,0
21513,2
21514,0
21515,2
21516,0
21517,0
21518,0
21519,2
21520,0
21521,2
21522,0
21523,0
21524,1
21525,0
21526,2
21527,0
21528,0
21529,0
21530,0
21531,2
21532,1
21533,0
21534,2
21535,0
21536,2
21537,0
21538,2
21539,0
21540,2
21541,2
21542,2
21543,2
21544,1
21545,0
21546,0
21547,2
21548,2
21549,1
21550,0
21551,2
21552,2
21553,0
21554,0
21555,1
21556,2
21557,0
21558,0
21559,0
21560,1
21561,2
21562,2
21563,0
21564,0
21565,0
21566,1
21567,1
21568,0
21569,0
21570,1
21571,0
21572,2
21573,0
21574,2
21575,0
21576,0
21577,0
21578,0
21579,2
21580,2
21581,0
21582,2
21583,0
21584,2
21585,1
21586,2
21587,0
21588,1
21589,1
21590,2
21591,2
21592,2
21593,2
21594,2
21595,0
21596,2
21597,0
21598,0
21599,2
21600,2
21601,0
21602,0
21603,1
21604,2
21605,2
21606,1
21607,2
21608,2
21609,2
21610,2
21611,0
21612,0
21613,0
21614,0
21615,2
21616,1
21617,1
21618,0
21619,1
21620,2
21621,0
21622,2
21623,0
21624,0
21625,0
21626,1
21627,0
21628,0
21629,0
21630,2
21631,1
21632,1
21633,2
21634,2
21635,2
21636,0
21637,2
21638,1
21639,0
21640,1
21641,0
21642,1
21643,2
21644,0
21645,2
21646,0
21647,2
21648,2
21649,1
21650,1
21651,2
21652,2
21653,0
21654,2
21655,0
21656,2
21657,0
21658,0
21659,2
21660,0
21661,0
21662,2
21663,1
21664,2
21665,2
21666,2
21667,2
21668,0
21669,0
21670,0
21671,2
21672,1
21673,0
21674,0
21675,2
21676,0
21677,2
21678,2
21679,1
21680,0
21681,2
21682,2
21683,2
21684,2
21685,1
21686,2
21687,2
21688,1
21689,0
21690,0
21691,0
21692,0
21693,2
21694,1
21695,1
21696,0
21697,1
21698,2
21699,0
21700,2
21701,0
21702,2
21703,2
21704,0
21705,0
21706,0
21707,1
21708,0
21709,1
21710,2
21711,2
21712,0
21713,0
21714,1
21715,0
21716,2
21717,0
21718,2
21719,2
21720,2
21721,0
21722,2
21723,0
21724,1
21725,0
21726,2
21727,2
21728,2
21729,2
21730,0
21731,1
21732,0
21733,2
21734,0
21735,2
21736,0
21737,0
21738,0
21739,2
21740,2
21741,2
21742,0
21743,2
21744,0
21745,0
21746,0
21747,2
21748,0
21749,2
21750,0
21751,1
21752,2
21753,1
21754,0
21755,0
21756,1
21757,2
21758,2
21759,0
21760,2
21761,2
21762,0
21763,0
21764,2
21765,0
21766,0
21767,0
21768,2
21769,2
21770,2
21771,2
21772,2
21773,0
21774,2
21775,1
21776,0
21777,2
21778,2
21779,1
21780,2
21781,2
21782,2
21783,0
21784,1
21785,2
21786,2
21787,2
21788,1
21789,2
21790,2
21791,2
21792,2
21793,1
21794,0
21795,1
21796,0
21797,0
21798,2
21799,0
21800,1
21801,0
21802,0
21803,0
21804,2
21805,2
21806,2
21807,2
21808,0
21809,0
21810,2
21811,2
21812,0
21813,0
21814,0
21815,0
21816,0
21817,2
21818,2
21819,0
21820,2
21821,2
21822,0
21823,0
21824,2
21825,0
21826,2
21827,1
21828,2
21829,0
21830,0
21831,2
21832,0
21833,0
21834,2
21835,2
21836,0
21837,2
21838,0
21839,0
21840,2
21841,0
21842,2
21843,2
21844,0
21845,1
21846,0
21847,0
21848,1
21849,2
21850,0
21851,1
21852,2
21853,0
21854,2
21855,0
21856,2
21857,0
21858,2
21859,2
21860,2
21861,2
21862,0
21863,2
21864,2
21865,0
21866,0
21867,2
21868,2
21869,2
21870,0
21871,2
21872,2
21873,0
21874,2
21875,2
21876,2
21877,2
21878,2
21879,0
21880,2
21881,2
21882,0
21883,2
21884,0
21885,0
21886,0
21887,0
21888,2
21889,0
21890,0
21891,0
21892,0
21893,0
21894,0
21895,0
21896,2
21897,1
21898,2
21899,0
21900,2
21901,1
21902,0
21903,0
21904,0
21905,2
21906,0
21907,0
21908,2
21909,0
21910,0
21911,0
21912,0
21913,2
21914,2
21915,0
21916,2
21917,2
21918,0
21919,0
21920,0
21921,2
21922,0
21923,0
21924,0
21925,2
21926,0
21927,0
21928,1
21929,2
21930,0
21931,0
21932,0
21933,2
21934,2
21935,2
21936,2
21937,2
21938,0
21939,0
21940,0
21941,0
21942,0
21943,1
21944,0
21945,2
21946,0
21947,0
21948,0
21949,1
21950,0
21951,2
21952,0
21953,0
21954,2
21955,2
21956,2
21957,2
21958,2
21959,2
21960,2
21961,1
21962,0
21963,0
21964,0
21965,2
21966,1
21967,0
21968,2
21969,0
21970,1
21971,0
21972,2
21973,2
21974,2
21975,2
21976,0
21977,0
21978,2
21979,2
21980,2
21981,2
21982,0
21983,0
21984,2
21985,2
21986,0
21987,0
21988,0
21989,1
21990,0
21991,0
21992,2
21993,2
21994,0
21995,2
21996,1
21997,1
21998,2
21999,0
22000,2
22001,2
22002,2
22003,0
22004,2
22005,0
22006,2
22007,1
22008,0
22009,2
22010,2
22011,2
22012,0
22013,2
22014,2
22015,0
22016,2
22017,1
22018,1
22019,2
22020,0
22021,0
22022,2
22023,0
22024,0
22025,0
22026,0
22027,0
22028,0
22029,0
22030,2
22031,2
22032,2
22033,1
22034,2
22035,0
22036,2
22037,2
22038,2
22039,0
22040,0
22041,2
22042,0
22043,0
22044,2
22045,1
22046,2
22047,2
22048,0
22049,0
22050,2
22051,0
22052,0
22053,2
22054,0
22055,2
22056,2
22057,2
22058,2
22059,2
22060,0
22061,0
22062,2
22063,0
22064,0
22065,2
22066,2
22067,0
22068,0
22069,0
22070,0
22071,1
22072,2
22073,0
22074,2
22075,2
22076,2
22077,0
22078,1
22079,1
22080,2
22081,0
22082,2
22083,2
22084,2
22085,0
22086,2
22087,1
22088,0
22089,1
22090,0
22091,0
22092,0
22093,2
22094,0
22095,0
22096,1
22097,0
22098,0
22099,0
22100,0
22101,0
22102,2
22103,2
22104,2
22105,1
22106,0
22107,2
22108,1
22109,0
22110,0
22111,2
22112,1
22113,0
22114,0
22115,1
22116,2
22117,2
22118,0
22119,0
22120,0
22121,0
22122,2
22123,0
22124,0
22125,0
22126,2
22127,1
22128,2
22129,2
22130,0
22131,0
22132,2
22133,0
22134,2
22135,1
22136,1
22137,0
22138,1
22139,2
22140,0
22141,0
22142,0
22143,2
22144,2
22145,0
22146,2
22147,0
22148,2
22149,2
22150,0
22151,2
22152,0
22153,2
22154,0
22155,1
22156,2
22157,0
22158,0
22159,2
22160,2
22161,2
22162,1
22163,0
22164,2
22165,2
22166,1
22167,2
22168,0
22169,2
22170,2
22171,2
22172,0
22173,0
22174,2
22175,1
22176,2
22177,0
22178,2
22179,1
22180,0
22181,1
22182,0
22183,2
22184,0
22185,2
22186,2
22187,0
22188,1
22189,2
22190,2
22191,2
22192,2
22193,1
22194,2
22195,2
22196,2
22197,1
22198,2
22199,2
22200,1
22201,2
22202,2
22203,0
22204,0
22205,0
22206,1
22207,1
22208,2
22209,1
22210,2
22211,1
22212,1
22213,2
22214,0
22215,2
22216,2
22217,0
22218,2
22219,2
22220,0
22221,2
22222,2
22223,2
22224,0
22225,0
22226,2
22227,0
22228,0
22229,2
22230,0
22231,2
22232,1
22233,2
22234,2
22235,0
22236,2
22237,2
22238,2
22239,2
22240,0
22241,2
22242,2
22243,2
22244,2
22245,0
22246,0
22247,1
22248,2
22249,0
22250,0
22251,0
22252,2
22253,2
22254,2
22255,0
22256,2
22257,2
22258,1
22259,2
22260,2
22261,2
22262,2
22263,0
22264,0
22265,2
22266,2
22267,0
22268,1
22269,2
22270,0
22271,2
22272,2
22273,0
22274,0
22275,2
22276,2
22277,0
22278,0
22279,2
22280,2
22281,0
22282,2
22283,1
22284,0
22285,0
22286,0
22287,2
22288,2
22289,2
22290,0
22291,0
22292,0
22293,0
22294,2
22295,1
22296,2
22297,0
22298,0
22299,0
22300,0
22301,0
22302,2
22303,0
22304,0
22305,2
22306,0
22307,0
22308,1
22309,2
22310,2
22311,2
22312,0
22313,0
22314,2
22315,1
22316,2
22317,2
22318,2
22319,2
22320,2
22321,1
22322,2
22323,0
22324,0
22325,2
22326,0
22327,0
22328,0
22329,0
22330,2
22331,2
22332,0
22333,0
22334,2
22335,2
22336,0
22337,2
22338,2
22339,2
22340,0
22341,0
22342,2
22343,0
22344,2
22345,0
22346,2
22347,1
22348,1
22349,0
22350,2
22351,2
22352,2
22353,2
22354,1
22355,2
22356,0
22357,1
22358,0
22359,2
22360,0
22361,2
22362,2
22363,2
22364,2
22365,2
22366,0
22367,2
22368,2
22369,0
22370,0
22371,0
22372,0
22373,1
22374,2
22375,0
22376,1
22377,0
22378,0
22379,2
22380,0
22381,2
22382,2
22383,1
22384,0
22385,0
22386,2
22387,1
22388,1
22389,1
22390,2
22391,2
22392,0
22393,0
22394,2
22395,0
22396,1
22397,0
22398,2
22399,0
22400,1
22401,0
22402,1
22403,2
22404,2
22405,0
22406,2
22407,0
22408,0
22409,0
22410,2
22411,0
22412,2
22413,0
22414,2
22415,0
22416,2
22417,1
22418,2
22419,0
22420,2
22421,2
22422,0
22423,2
22424,0
22425,1
22426,2
22427,2
22428,0
22429,0
22430,1
22431,2
22432,0
22433,0
22434,2
22435,2
22436,2
22437,0
22438,2
22439,0
22440,1
22441,0
22442,0
22443,0
22444,2
22445,0
22446,2
22447,0
22448,0
22449,0
22450,0
22451,0
22452,1
22453,2
22454,0
22455,0
22456,2
22457,1
22458,0
22459,2
22460,0
22461,2
22462,0
22463,0
22464,0
22465,0
22466,2
22467,0
22468,2
22469,2
22470,0
22471,0
22472,0
22473,1
22474,0
22475,0
22476,2
22477,0
22478,1
22479,0
22480,1
22481,2
22482,2
22483,1
22484,0
22485,0
22486,0
22487,2
22488,0
22489,0
22490,2
22491,2
22492,2
22493,2
22494,2
22495,0
22496,0
22497,1
22498,0
22499,2
22500,0
22501,1
22502,1
22503,2
22504,2
22505,1
22506,2
22507,2
22508,0
22509,0
22510,2
22511,0
22512,0
22513,0
22514,2
22515,0
22516,0
22517,0
22518,0
22519,2
22520,2
22521,0
22522,2
22523,0
22524,2
22525,0
22526,1
22527,2
22528,0
22529,0
22530,1
22531,1
22532,2
22533,2
22534,0
22535,2
22536,2
22537,1
22538,2
22539,2
22540,2
22541,0
22542,2
22543,0
22544,0
22545,0
22546,0
22547,0
22548,2
22549,1
22550,2
22551,0
22552,0
22553,2
22554,0
22555,2
22556,0
22557,0
22558,2
22559,1
22560,2
22561,0
22562,2
22563,2
22564,0
22565,1
22566,2
22567,2
22568,2
22569,0
22570,2
22571,2
22572,0
22573,2
22574,2
22575,2
22576,0
22577,2
22578,0
22579,1
22580,2
22581,0
22582,0
22583,0
22584,2
22585,2
22586,2
22587,0
22588,1
22589,2
22590,0
22591,0
22592,1
22593,1
22594,0
22595,0
22596,0
22597,0
22598,2
22599,2
22600,2
22601,2
22602,2
22603,0
22604,0
22605,0
22606,2
22607,1
22608,2
22609,0
22610,0
22611,1
22612,0
22613,0
22614,2
22615,2
22616,0
22617,2
22618,2
22619,1
22620,2
22621,0
22622,1
22623,0
22624,0
22625,1
22626,0
22627,0
22628,0
22629,2
22630,0
22631,1
22632,2
22633,2
22634,2
22635,0
22636,0
22637,1
22638,2
22639,1
22640,1
22641,0
22642,2
22643,0
22644,0
22645,2
22646,0
22647,2
22648,1
22649,2
22650,2
22651,0
22652,1
22653,2
22654,0
22655,0
22656,0
22657,0
22658,0
22659,2
22660,0
22661,2
22662,0
22663,2
22664,0
22665,2
22666,0
22667,0
22668,2
22669,0
22670,1
22671,1
22672,0
22673,0
22674,2
22675,1
22676,0
22677,0
22678,0
22679,2
22680,2
22681,2
22682,0
22683,2
22684,0
22685,0
22686,1
22687,0
22688,2
22689,2
22690,1
22691,2
22692,2
22693,0
22694,0
22695,1
22696,0
22697,0
22698,1
22699,0
22700,0
22701,0
22702,0
22703,0
22704,2
22705,0
22706,2
22707,0
22708,2
22709,1
22710,0
22711,2
22712,2
22713,0
22714,0
22715,0
22716,2
22717,2
22718,2
22719,2
22720,0
22721,0
22722,0
22723,0
22724,0
22725,2
22726,0
22727,2
22728,0
22729,2
22730,1
22731,0
22732,0
22733,0
22734,2
22735,0
22736,2
22737,0
22738,0
22739,2
22740,0
22741,0
22742,1
22743,2
22744,2
22745,0
22746,2
22747,0
22748,0
22749,0
22750,1
22751,2
22752,1
22753,0
22754,2
22755,0
22756,0
22757,0
22758,0
22759,2
22760,0
22761,0
22762,2
22763,1
22764,2
22765,0
22766,0
22767,0
22768,0
22769,0
22770,0
22771,2
22772,2
22773,2
22774,0
22775,0
22776,2
22777,2
22778,2
22779,0
22780,2
22781,2
22782,2
22783,0
22784,2
22785,2
22786,0
22787,0
22788,2
22789,0
22790,0
22791,0
22792,0
22793,2
22794,2
22795,2
22796,2
